,author,repo,file,has_type,name,docstring,func_descr,arg_names,arg_types,arg_descrs,return_type,return_expr,return_descr,lineno,full_name,arg_full_names,arg_names_len,arg_types_len
57,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,rsub,,,"['self', 'x']","['', 'int']","['', '']",int,[],,158,__rsub__,"['self', 'x']",2,2
58,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,rmul,,,"['self', 'x']","['', 'int']","['', '']",int,[],,159,__rmul__,"['self', 'x']",2,2
59,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,rfloordiv,,,"['self', 'x']","['', 'int']","['', '']",int,[],,160,__rfloordiv__,"['self', 'x']",2,2
60,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,rtruediv,,,"['self', 'x']","['', 'int']","['', '']",float,[],,161,__rtruediv__,"['self', 'x']",2,2
61,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,rmod,,,"['self', 'x']","['', 'int']","['', '']",int,[],,162,__rmod__,"['self', 'x']",2,2
62,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,rdivmod,,,"['self', 'x']","['', 'int']","['', '']","Tuple[int, int]",[],,163,__rdivmod__,"['self', 'x']",2,2
63,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,pow,,,"['self', 'x', 'modulo']","['', 'int', 'Optional[int]']","['', '', '']",Any,[],,164,__pow__,"['self', '__x', '__modulo']",3,3
64,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,rpow,,,"['self', 'x', 'mod']","['', 'int', 'Optional[int]']","['', '', '']",Any,[],,165,__rpow__,"['self', 'x', 'mod']",3,3
65,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,and,,,"['self', 'n']","['', 'int']","['', '']",int,[],,166,__and__,"['self', 'n']",2,2
66,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,or,,,"['self', 'n']","['', 'int']","['', '']",int,[],,167,__or__,"['self', 'n']",2,2
67,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,xor,,,"['self', 'n']","['', 'int']","['', '']",int,[],,168,__xor__,"['self', 'n']",2,2
68,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,lshift,,,"['self', 'n']","['', 'int']","['', '']",int,[],,169,__lshift__,"['self', 'n']",2,2
69,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,rshift,,,"['self', 'n']","['', 'int']","['', '']",int,[],,170,__rshift__,"['self', 'n']",2,2
70,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,rand,,,"['self', 'n']","['', 'int']","['', '']",int,[],,171,__rand__,"['self', 'n']",2,2
71,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,ror,,,"['self', 'n']","['', 'int']","['', '']",int,[],,172,__ror__,"['self', 'n']",2,2
72,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,rxor,,,"['self', 'n']","['', 'int']","['', '']",int,[],,173,__rxor__,"['self', 'n']",2,2
73,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,rlshift,,,"['self', 'n']","['', 'int']","['', '']",int,[],,174,__rlshift__,"['self', 'n']",2,2
74,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,rrshift,,,"['self', 'n']","['', 'int']","['', '']",int,[],,175,__rrshift__,"['self', 'n']",2,2
75,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,neg,,,['self'],[''],[''],int,[],,176,__neg__,['self'],1,1
76,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,po,,,['self'],[''],[''],int,[],,177,__pos__,['self'],1,1
77,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,invert,,,['self'],[''],[''],int,[],,178,__invert__,['self'],1,1
78,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,trunc,,,['self'],[''],[''],int,[],,179,__trunc__,['self'],1,1
79,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,ceil,,,['self'],[''],[''],int,[],,180,__ceil__,['self'],1,1
80,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,floor,,,['self'],[''],[''],int,[],,181,__floor__,['self'],1,1
81,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,round,,,"['self', 'ndigits']","['', 'Optional[int]']","['', '']",int,[],,182,__round__,"['self', 'ndigits']",2,2
82,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,getnewargs,,,['self'],[''],[''],Tuple[int],[],,183,__getnewargs__,['self'],1,1
83,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,eq,,,"['self', 'x']","['', 'object']","['', '']",bool,[],,185,__eq__,"['self', 'x']",2,2
84,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,ne,,,"['self', 'x']","['', 'object']","['', '']",bool,[],,186,__ne__,"['self', 'x']",2,2
85,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,lt,,,"['self', 'x']","['', 'int']","['', '']",bool,[],,187,__lt__,"['self', 'x']",2,2
86,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,le,,,"['self', 'x']","['', 'int']","['', '']",bool,[],,188,__le__,"['self', 'x']",2,2
87,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,gt,,,"['self', 'x']","['', 'int']","['', '']",bool,[],,189,__gt__,"['self', 'x']",2,2
88,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,ge,,,"['self', 'x']","['', 'int']","['', '']",bool,[],,190,__ge__,"['self', 'x']",2,2
89,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,str,,,['self'],[''],[''],str,[],,192,__str__,['self'],1,1
90,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,float,,,['self'],[''],[''],float,[],,193,__float__,['self'],1,1
91,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,int,,,['self'],[''],[''],int,[],,194,__int__,['self'],1,1
92,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,ab,,,['self'],[''],[''],int,[],,195,__abs__,['self'],1,1
93,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,hash,,,['self'],[''],[''],int,[],,196,__hash__,['self'],1,1
94,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,bool,,,['self'],[''],[''],bool,[],,197,__bool__,['self'],1,1
95,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,index,,,['self'],[''],[''],int,[],,198,__index__,['self'],1,1
96,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,init,,,"['self', 'x']","['', 'Union[SupportsFloat, _SupportsIndex, Text, bytes, bytearray]']","['', '']",None,[],,201,__init__,"['self', 'x']",2,2
97,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,a integer ratio,,,['self'],[''],[''],"Tuple[int, int]",[],,202,as_integer_ratio,['self'],1,1
98,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,hex,,,['self'],[''],[''],str,[],,203,hex,['self'],1,1
99,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,be integer,,,['self'],[''],[''],bool,[],,204,is_integer,['self'],1,1
100,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,fromhex,,,"['cl', 's']","['', 'str']","['', '']",float,[],,206,fromhex,"['cls', '__s']",2,2
101,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,real,,,['self'],[''],[''],float,[],,209,real,['self'],1,1
102,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,imag,,,['self'],[''],[''],float,[],,211,imag,['self'],1,1
103,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,conjugate,,,['self'],[''],[''],float,[],,212,conjugate,['self'],1,1
104,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,add,,,"['self', 'x']","['', 'float']","['', '']",float,[],,214,__add__,"['self', 'x']",2,2
105,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,sub,,,"['self', 'x']","['', 'float']","['', '']",float,[],,215,__sub__,"['self', 'x']",2,2
106,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,mul,,,"['self', 'x']","['', 'float']","['', '']",float,[],,216,__mul__,"['self', 'x']",2,2
107,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,floordiv,,,"['self', 'x']","['', 'float']","['', '']",float,[],,217,__floordiv__,"['self', 'x']",2,2
108,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,truediv,,,"['self', 'x']","['', 'float']","['', '']",float,[],,218,__truediv__,"['self', 'x']",2,2
109,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,mod,,,"['self', 'x']","['', 'float']","['', '']",float,[],,219,__mod__,"['self', 'x']",2,2
110,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,divmod,,,"['self', 'x']","['', 'float']","['', '']","Tuple[float, float]",[],,220,__divmod__,"['self', 'x']",2,2
111,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,pow,,,"['self', 'x', 'mod']","['', 'float', 'None']","['', '', '']",float,[],,221,__pow__,"['self', 'x', 'mod']",3,3
112,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,radd,,,"['self', 'x']","['', 'float']","['', '']",float,[],,222,__radd__,"['self', 'x']",2,2
113,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,rsub,,,"['self', 'x']","['', 'float']","['', '']",float,[],,223,__rsub__,"['self', 'x']",2,2
114,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,rmul,,,"['self', 'x']","['', 'float']","['', '']",float,[],,224,__rmul__,"['self', 'x']",2,2
115,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,rfloordiv,,,"['self', 'x']","['', 'float']","['', '']",float,[],,225,__rfloordiv__,"['self', 'x']",2,2
116,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,rtruediv,,,"['self', 'x']","['', 'float']","['', '']",float,[],,226,__rtruediv__,"['self', 'x']",2,2
117,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,rmod,,,"['self', 'x']","['', 'float']","['', '']",float,[],,227,__rmod__,"['self', 'x']",2,2
118,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,rdivmod,,,"['self', 'x']","['', 'float']","['', '']","Tuple[float, float]",[],,228,__rdivmod__,"['self', 'x']",2,2
119,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,rpow,,,"['self', 'x', 'mod']","['', 'float', 'None']","['', '', '']",float,[],,229,__rpow__,"['self', 'x', 'mod']",3,3
120,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,getnewargs,,,['self'],[''],[''],Tuple[float],[],,230,__getnewargs__,['self'],1,1
121,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,trunc,,,['self'],[''],[''],int,[],,231,__trunc__,['self'],1,1
122,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,round,,,"['self', 'ndigits']","['', 'None']","['', '']",int,[],,233,__round__,"['self', 'ndigits']",2,2
123,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,round,,,"['self', 'ndigits']","['', 'int']","['', '']",float,[],,235,__round__,"['self', 'ndigits']",2,2
124,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,eq,,,"['self', 'x']","['', 'object']","['', '']",bool,[],,237,__eq__,"['self', 'x']",2,2
125,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,ne,,,"['self', 'x']","['', 'object']","['', '']",bool,[],,238,__ne__,"['self', 'x']",2,2
126,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,lt,,,"['self', 'x']","['', 'float']","['', '']",bool,[],,239,__lt__,"['self', 'x']",2,2
127,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,le,,,"['self', 'x']","['', 'float']","['', '']",bool,[],,240,__le__,"['self', 'x']",2,2
128,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,gt,,,"['self', 'x']","['', 'float']","['', '']",bool,[],,241,__gt__,"['self', 'x']",2,2
129,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,ge,,,"['self', 'x']","['', 'float']","['', '']",bool,[],,242,__ge__,"['self', 'x']",2,2
130,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,neg,,,['self'],[''],[''],float,[],,243,__neg__,['self'],1,1
131,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,po,,,['self'],[''],[''],float,[],,244,__pos__,['self'],1,1
132,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,str,,,['self'],[''],[''],str,[],,246,__str__,['self'],1,1
133,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,int,,,['self'],[''],[''],int,[],,247,__int__,['self'],1,1
134,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,float,,,['self'],[''],[''],float,[],,248,__float__,['self'],1,1
135,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,ab,,,['self'],[''],[''],float,[],,249,__abs__,['self'],1,1
136,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,hash,,,['self'],[''],[''],int,[],,250,__hash__,['self'],1,1
137,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,bool,,,['self'],[''],[''],bool,[],,251,__bool__,['self'],1,1
138,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,init,,,"['self', 'real', 'imag']","['', 'float', 'float']","['', '', '']",None,[],,255,__init__,"['self', 'real', 'imag']",3,3
139,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,init,,,"['self', 'real']","['', 'Union[str, SupportsComplex, _SupportsIndex]']","['', '']",None,[],,257,__init__,"['self', 'real']",2,2
140,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,real,,,['self'],[''],[''],float,[],,260,real,['self'],1,1
141,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,imag,,,['self'],[''],[''],float,[],,262,imag,['self'],1,1
142,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,conjugate,,,['self'],[''],[''],complex,[],,264,conjugate,['self'],1,1
143,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,add,,,"['self', 'x']","['', 'complex']","['', '']",complex,[],,266,__add__,"['self', 'x']",2,2
144,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,sub,,,"['self', 'x']","['', 'complex']","['', '']",complex,[],,267,__sub__,"['self', 'x']",2,2
145,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,mul,,,"['self', 'x']","['', 'complex']","['', '']",complex,[],,268,__mul__,"['self', 'x']",2,2
146,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,pow,,,"['self', 'x', 'mod']","['', 'complex', 'None']","['', '', '']",complex,[],,269,__pow__,"['self', 'x', 'mod']",3,3
147,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,truediv,,,"['self', 'x']","['', 'complex']","['', '']",complex,[],,270,__truediv__,"['self', 'x']",2,2
148,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,radd,,,"['self', 'x']","['', 'complex']","['', '']",complex,[],,271,__radd__,"['self', 'x']",2,2
149,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,rsub,,,"['self', 'x']","['', 'complex']","['', '']",complex,[],,272,__rsub__,"['self', 'x']",2,2
150,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,rmul,,,"['self', 'x']","['', 'complex']","['', '']",complex,[],,273,__rmul__,"['self', 'x']",2,2
151,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,rpow,,,"['self', 'x', 'mod']","['', 'complex', 'None']","['', '', '']",complex,[],,274,__rpow__,"['self', 'x', 'mod']",3,3
152,tmp_author,tmp_repo,./project/tmp_author__tmp_repo/tmp.py,True,rtruediv,,,"['self', 'x']","['', 'complex']","['', '']",complex,[],,275,__rtruediv__,"['self', 'x']",2,2
